year,ward,cost,category,program,description,category_street,pct_income_under25,pct_income_25_50,pct_income_50_100,pct_income_100_150,pct_income_over150,pct_white,pct_hispanic,pct_black,pct_asian,plurality
2013,14,$8961,Streets & Transportation,Sidewalk Menu,ON S TRUMBULL AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 S),Pedestrian,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2021,7,$175000,Streets & Transportation,Concrete Alley (2021),E 83RD ST & E 83RD PL&S CLYDE AVE & S SOUTH CHICAGO AVE,Car,46.26,22.96,21.68,7.3,1.8,6.01,5.07,91.3,0.11,black
2015,33,$10000,Schools & Libraries,Chicago Public Schools,3221 N SACRAMENTO AVE Line Elementary School - security camera -,NA,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2023,13,$5693.48,Streets & Transportation,Sidewalk (2023),5537 S PARKSIDE AVE,Pedestrian,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2022,3,$163877.43,Streets & Transportation,Street Resurfacing (2022),ON S CALUMET AVE FROM E 18TH ST (1800 S) TO E CERMAK RD (2200 S),Car,33.11,16.03,23.03,13.22,14.61,23.16,4.82,63.03,9.81,black
2023,32,$12634,Streets & Transportation,Alley Apron (2023),1916 N OAKLEY AVE,Car,9.23,9.96,25.5,18.8,36.51,85.84,17.77,2.84,5.47,white
2019,21,$3619.52,Streets & Transportation,Sidewalk (2019),9304 S LAFLIN ST,Pedestrian,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2021,31,$12000,Lighting,Street Light Upgrade (2021),SCHOOL ST; 5000 W FLETCHER ST; 4858 W MELROSE ST; 3535 N LAVERGNE AVE; 3303 N LAMON AVE; 3305 N LAVERGNE AVE; 4812 W NEWPORT AVE; 2557 N LOCKWOOD AVE;,NA,26.42,25.25,30.96,11.43,5.94,53.55,76.84,3.18,1.92,hispanic
2021,14,$40636.18,Streets & Transportation,Alley Resurfacing (2021),2650 W 51ST ST; W 51ST ST & S WASHTENAW AVE&S TALMAN AVE & W 50TH ST,Car,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2023,28,$0,Streets & Transportation,Street Speed Hump Replacement (2023),ON W ERIE ST FROM N KENTON AVE (4600 W) TO N KILPATRICK AVE (4700 W),Pedestrian,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2017,33,$10000,Beautification,Wilson Mural,2755 W WILSON AVE:2700 W WILSON AVE,NA,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2021,10,$12254.54,Streets & Transportation,Sidewalk (2021),10927 S AVENUE L,Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2014,5,$144000,Lighting,Street Light Residential Staggered Piggy Back Menu,ON S CRANDON AVE FROM E 71ST ST (7100 S) TO E 73RD ST (7300 S),NA,40.5,18.29,23.67,8.64,8.91,24.77,4.28,62.83,7.82,black
2023,9,$35283.72,Streets & Transportation,Alley Resurfacing (2023),E 108TH ST & S STATE ST&S WABASH AVE & E 109TH ST,Car,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2016,28,$700,Streets & Transportation,Alley Speed Hump Menu,S PULASKI RD & W WILCOX ST&S SPRINGFIELD AVE & W ADAMS ST,Pedestrian,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2013,36,$77224,Streets & Transportation,Street Resurfacing Menu,ON N OCONTO AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),Car,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2017,23,$24028.05,Streets & Transportation,Sidewalk (2017),ON STOMA AVE FROM W 53RD ST (5300 S) TO W 54TH ST (5400 S),Pedestrian,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2018,49,$6234.27,Streets & Transportation,Sidewalk Menu (2018),6432-6438 N LAKEWOOD AVE,Pedestrian,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2012,30,$180901,Streets & Transportation,Street Resurfacing Menu,ON W SCHUBERT AVE FROM N CENTRAL AV (5600 W) TO N AUSTIN AV (6000 W),Car,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2017,6,$53764.8,Streets & Transportation,Sidewalk (2017),ON S WALLACE ST FROM W 76TH ST (7600 S) TO W 78TH ST (7800 S),Pedestrian,45.01,23.37,23.7,5.03,2.89,1.19,1.82,96.38,0.07,black
2012,24,$128000,Lighting,Street Light Residential Staggered Piggy Back Menu,ON CULLERTON FROM S KEELER AV (4200 W) TO S KOSTNER AV (4400 W),NA,45.5,27.1,20.35,5.37,1.68,13.02,22,74.93,0.28,black
2013,20,$340,Streets & Transportation,Sidewalk Menu,ON S STEWART AVE FROM 6202 S TO W 62ND ST (6200 S),Pedestrian,53.01,24.54,16.21,4.43,1.81,14.59,13.8,77.69,1.72,black
2020,25,$33711.23,Streets & Transportation,Sidewalk (2020),2021 S MORGAN ST,Pedestrian,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2019,31,$12735.89,Streets & Transportation,Sidewalk (2019),4538 W FULLERTON AVE,Pedestrian,26.42,25.25,30.96,11.43,5.94,53.55,76.84,3.18,1.92,hispanic
2016,8,$15028,Streets & Transportation,Sidewalk Menu,ON S PAXTON AVE FROM E 84TH ST (8400 S) TO S SOUTH CHICAGO AVE (8480 S),Pedestrian,38.52,25.69,24.18,8.08,3.53,1.62,1.21,96.77,0.24,black
2018,5,$2100,Miscellaneous,Miscellaneous Other Projects (2018),S HARPER AVE:2200-2216 E 71ST ST:6617 S DREXEL AVE:6746 S DORCHESTER AVE:6616 S GREENWOOD AVE,NA,40.5,18.29,23.67,8.64,8.91,24.77,4.28,62.83,7.82,black
2017,19,$29029.24,Streets & Transportation,Street Resurfacing (1-5) (2017),ON E 115TH ST FROM S ROCKWELL ST (2600 W) TO S MAPLEWOOD AVE (2530 W),Car,13.31,18.49,31.9,18.22,18.09,73.18,10.68,19.71,1.42,white
2016,43,$1490,Streets & Transportation,Sidewalk Menu,ON N HUDSON AVE FROM W MENOMONEE ST (1800 N) TO W WISCONSIN ST (1900 N),Pedestrian,13.54,10.77,27.47,18.03,30.2,83.93,5.6,5.01,6.96,white
2022,41,$82066.1,Streets & Transportation,Street Resurfacing (2022),ON N NICKERSON AVE FROM N NINA AVE (5900 N) TO N EAST CIRCLE AVE (5800 N),Car,17.36,17.73,30.52,16.4,17.99,86.31,14.1,1.16,5.21,white
2022,30,$40796.25,Streets & Transportation,Street Resurfacing (2022),ON W SCHOOL ST FROM N MARMORA AVE (5900 W) TO N AUSTIN AVE (6000 W),Car,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2019,37,$45349.4,Streets & Transportation,Street Resurfacing (2019),ON W HADDON AVE FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W),Car,40.7,27.9,23.41,5.49,2.5,8.04,26,71.26,0.37,black
2018,47,$2548.39,Streets & Transportation,Curb & Gutter Menu (2018),3650 N CLAREMONT AVE,Car,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2012,49,$48966,Streets & Transportation,Street Resurfacing Menu,ON W NORTH SHORE AVE FROM N GLENWOOD AVE (1400 W) TO N SHERIDAN RD (1200 W),Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2019,29,$38251.01,Streets & Transportation,Street Resurfacing (2019),ON W BLOOMINGDALE AVE FROM N NEWLAND AVE (6930 W) TO N SAYRE AVE (7000 W),Car,31.14,23.4,26.19,10.36,8.9,37.78,23.98,48.36,1.48,black
2013,4,$10924,Streets & Transportation,Alley Resurfacing Menu,S DREXEL BLVD & S COTTAGE GROVE AVE&E 40TH ST & S ELLIS AVE,Car,34.69,17.76,23.36,11.39,12.8,25.02,4.3,60.88,10.35,black
2015,33,$17706,Streets & Transportation,Sidewalk Menu,ON N KEDZIE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N),Pedestrian,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2014,19,$14190,Streets & Transportation,Street Resurfacing Menu,ON W 96TH ST FROM S LEAVITT ST (2200 W) TO S HAMILTON AVE (2131 W),Car,13.31,18.49,31.9,18.22,18.09,73.18,10.68,19.71,1.42,white
2018,21,$6248.04,Streets & Transportation,Sidewalk Menu (2018),8935 S WINCHESTER AVE,Pedestrian,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2022,9,$6944.16,Streets & Transportation,Sidewalk (2022),9931 S PRINCETON AVE,Pedestrian,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2018,40,$1850,Streets & Transportation,Street Speed Hump Menu (2018),6034 N MAPLEWOOD AVE,Pedestrian,20.79,22.92,26.56,15.06,14.67,67.28,21.87,6.39,16.86,white
2013,16,$996,Streets & Transportation,Street Speed Hump Menu,ON S ADA ST FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S),Pedestrian,44.72,29.07,20.18,4.36,1.67,17.16,41.78,55.68,0.32,black
2017,40,$53396.08,Streets & Transportation,Alley Apron (2017),2617 W RASCHER AVE,Car,20.79,22.92,26.56,15.06,14.67,67.28,21.87,6.39,16.86,white
2019,26,$700,Streets & Transportation,Alley Speed Hump (2019),1409 N KOSTNER AVE,Pedestrian,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2023,49,$2777.07,Streets & Transportation,Sidewalk (2023),1513 W SHERWIN AVE,Pedestrian,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2012,23,$6108,Streets & Transportation,Curb & Gutter Menu,ON S AVERS AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2014,15,$0,Streets & Transportation,Resurfacing Street Speed,ON S TALMAN AVE FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S),Car,36.61,34.26,22,4.99,2.13,45.96,73.88,19.26,1.98,hispanic
2015,46,$6500,Streets & Transportation,Pavement Markings Menu,N LAKE SHORE DR & W ADDISON ST,Car,27.39,18.54,27.77,14.4,11.9,67.71,12.88,18.39,7.65,white
2022,18,$19740.1,Streets & Transportation,Sidewalk (2022),8238 S LAWNDALE AVE,Pedestrian,19.31,22.82,35.66,15.31,6.9,31.36,33.12,47.8,0.61,black
2019,23,$5743.65,Streets & Transportation,Curb & Gutter (2019),5739-5743 S MENARD AVE,Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2020,6,$4315.77,Streets & Transportation,Sidewalk (2020),7348 S PRAIRIE AVE,Pedestrian,45.01,23.37,23.7,5.03,2.89,1.19,1.82,96.38,0.07,black
2023,35,$9760,Streets & Transportation,Street Speed Hump (2023),ON W PALMER ST FROM N PULASKI RD (4000 W) TO N KOSTNER AVE (4400 W),Pedestrian,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2022,49,$20362.31,Streets & Transportation,Alley Resurfacing (2022),N LAKEWOOD AVE & W ALBION AVE&W NORTH SHORE AVE & N GLENWOOD AVE; 6600 N,Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2020,9,$18140.73,Streets & Transportation,Street Resurfacing (2020),ON S FOREST AVE FROM E 99TH ST (9900 S) TO E 99TH PL (9950 S),Car,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2022,16,$20325.52,Streets & Transportation,Street Resurfacing (2022),ON S ELIZABETH ST FROM W GARFIELD BLVD (5500 S) TO W 58TH ST (5800 S),Car,44.72,29.07,20.18,4.36,1.67,17.16,41.78,55.68,0.32,black
2019,38,$64340.83,Streets & Transportation,Street Resurfacing (2019),ON W SUNNYSIDE AVE FROM N LINDER AVE (5500 W) TO N CENTRAL AVE (5600 W),Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2015,42,$63530,Streets & Transportation,Street Resurfacing Menu,ON E LAKE ST FROM N MICHIGAN AVE (100 E) TO N STETSON AVE (154 E),Car,12.23,8.49,25.32,18.39,35.57,73.34,5.98,4.62,18.51,white
2017,26,$10646.92,Streets & Transportation,Sidewalk Menu (2017),3500 W MCLEAN AVE,Pedestrian,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2017,5,$4923.56,Streets & Transportation,Street Resurfacing (2017),ON E HAYES DR FROM S RICHARDS DR (1845 E) TO S CORNELL DR (1632 E),Car,40.5,18.29,23.67,8.64,8.91,24.77,4.28,62.83,7.82,black
2022,10,$0,Streets & Transportation,Street Speed Hump Replacement (2022),ON S AVENUE J FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),Pedestrian,34.32,25.26,27.32,9.13,3.97,66.54,59.49,25.22,0.23,white
2019,28,$500,Streets & Transportation,Miscellaneous CDOT Projects (2019),5066 W ADAMS ST,Car,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2019,9,$47896.3,Streets & Transportation,Sidewalk (2019),11100 S LANGLEY AVE,Pedestrian,38.72,24.75,24.84,7.99,3.7,5.61,4.96,92.55,0.15,black
2014,36,$1400,Streets & Transportation,Alley Speed Hump Menu,N NEWLAND AVE & W SCHUBERT AVE&N NEW ENGLAND AVE & W DIVERSEY AVE,Pedestrian,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2020,49,$27007.38,Streets & Transportation,Alley Apron (2020),2050 W JARVIS AVE,Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2022,33,$4700,Streets & Transportation,Street Speed Hump (2022),ON N RICHMOND ST FROM W SUNNYSIDE AVE (4500 N) TO W WILSON AVE (4600 N); 4500 N,Pedestrian,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2020,28,$7050,Streets & Transportation,Street Speed Hump (2020),ON S FRANCISCO AVE FROM W HARRISON ST (600 S) TO W POLK ST (800 S),Pedestrian,46.4,21.73,21.03,5.57,5.26,14.92,8.19,74.88,4.71,black
2019,1,$32387.34,Streets & Transportation,Sidewalk (2019),3101 W ARMITAGE AVE,Pedestrian,17.54,15.25,28.21,17.65,21.34,78.92,34.38,5.54,4.02,white
2019,36,$600,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",NRRAGANSETT AVE & W BARRY AVE,Pedestrian,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2016,45,$17477,Streets & Transportation,Sidewalk Menu,3701-3721 N KOSTNER AVE,Pedestrian,16.16,20.11,32.72,16.95,14.06,77.63,26.87,1.62,7.96,white
2021,8,$1400,Streets & Transportation,Alley Speed Hump (2021),S CREGIER AVE & E 75TH ST&E 76TH ST & S RIDGELAND AVE; 7514 S CREGIER AVE,Pedestrian,38.52,25.69,24.18,8.08,3.53,1.62,1.21,96.77,0.24,black
2023,40,$2247.77,Streets & Transportation,Sidewalk (2023),2245 W BERWYN AVE,Pedestrian,20.79,22.92,26.56,15.06,14.67,67.28,21.87,6.39,16.86,white
2022,34,$115960,Streets & Transportation,Curb & Gutter (2022),ON S PRINCETON AVE FROM W 118TH ST (11800 S) TO W 119TH ST (11900 S),Car,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2012,7,$3700,Streets & Transportation,Street Speed Hump Menu,ON S BURNHAM AVE FROM E 78 ST (7800 S) TO E 79 ST (7900 S),Pedestrian,46.26,22.96,21.68,7.3,1.8,6.01,5.07,91.3,0.11,black
2013,2,$3700,Streets & Transportation,Traffic Equipment,ON S WESTERN AVE FROM W VAN BUREN ST (400 S) TO W CONGRESS PKWY (500 S),Car,16.73,11.76,27.36,16.57,27.58,80.23,9.71,7.06,6.96,white
2014,38,$33641,Streets & Transportation,Street Resurfacing Menu,ON N PARKSIDE AVE FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N),Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2022,26,$53244.44,Streets & Transportation,Alley Resurfacing (2022),W EVERGREEN AVE & N ST LOUIS AVE&N HOMAN AVE & W POTOMAC AVE,Car,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2021,48,$2048.48,Streets & Transportation,Sidewalk (2021),6250 N GLENWOOD AVE,Pedestrian,27.55,24.5,27.89,10.81,9.25,66.05,14.5,14.91,12.94,white
2018,30,$1400,Streets & Transportation,Alley Speed Hump (2018),W BELMONT AVE & N LONG AVE&W MELROSE ST & N LINDER AVE,Pedestrian,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2023,13,$2849.31,Streets & Transportation,Sidewalk (2023),5914 STOMA AVE; 5925 STOMA AVE; 5955 STOMA AVE,Pedestrian,16.64,25.68,34.07,15.91,7.7,61.67,66.53,2.43,0.42,hispanic
2021,36,$21871.34,Streets & Transportation,Alley Resurfacing (2021),N MERRIMAC AVE & W PALMER ST&W GRAND AVE & N MOBILE AVE; 2208 N MERRIMAC AVE,Car,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2013,4,$26433,Streets & Transportation,Sidewalk Menu,ON E 46TH ST FROM S EVANS AVE (720 E) TO S COTTAGE GROVE AVE (800 E),Pedestrian,34.69,17.76,23.36,11.39,12.8,25.02,4.3,60.88,10.35,black
2015,38,$9247,Streets & Transportation,Alley Resurfacing Menu (1-1),W FOREST PRESERVE AVE & N PITTSBURGH AVE&W CORNELIA AVE & N PLAINFIELD AVE,Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2023,23,$427.54,Streets & Transportation,Sidewalk (2023),5317 S KOSTNER AVE,Pedestrian,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2019,35,$39961.11,Streets & Transportation,Alley Resurfacing (2019),N KILDARE AVE & W PALMER ST&W SHAKESPEARE AVE & N KOSTNER AVE,Car,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2020,35,$0,Streets & Transportation,Alley Speed Hump Replacement (2020),W BELDEN AVE & N MONTICELLO AVE&N LAWNDALE AVE & W FULLERTON AVE,Pedestrian,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2014,45,$0,Streets & Transportation,Resurfacing Street Speed,ON N MARMORA AVE FROM W STRONG ST (4900 N) TO W GUNNISON ST (4830 N),Car,16.16,20.11,32.72,16.95,14.06,77.63,26.87,1.62,7.96,white
2020,34,$7554.29,Streets & Transportation,Sidewalk (2020),11921 S STEWART AVE,Pedestrian,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2014,45,$0,Streets & Transportation,Resurfacing Street Speed,ON W DAKIN ST FROM N LOCKWOOD AVE (5300 W) TO N LARAMIE AVE (5200 W),Car,16.16,20.11,32.72,16.95,14.06,77.63,26.87,1.62,7.96,white
2017,22,$0,Streets & Transportation,Alley Speed Hump Replacement (2017),2701 S CENTRAL PARK AVE,Pedestrian,30.71,32.85,26.02,7.91,2.5,58.47,85.69,5.54,0.41,hispanic
2022,36,$9329.79,Streets & Transportation,Sidewalk (2022),6301 W FULLERTON AVE,Pedestrian,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2021,34,$11750,Streets & Transportation,Street Speed Hump (2021),ON W 105TH PL FROM 347 W TO S WENTWORTH AVE (200 W),Pedestrian,33.38,24,27.52,11.02,4.07,2.88,3.5,93.01,0.19,black
2022,30,$47511.52,Streets & Transportation,Sidewalk (2022),ON N MOODY AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N),Pedestrian,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2020,21,$246371.26,Streets & Transportation,Curb & Gutter (2020),ON S LOOMIS BLVD FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S),Car,37.97,23.43,25.98,8.59,4.02,1.18,1.15,96.84,0.24,black
2012,20,$16190,Streets & Transportation,Street Resurfacing Menu,ON E 65TH ST FROM DR. MARTIN LUTHER KING JR. DR (400 E) TO S VERNON AV (432 E),Car,53.01,24.54,16.21,4.43,1.81,14.59,13.8,77.69,1.72,black
2023,49,$47470.48,Streets & Transportation,Alley Resurfacing (2023),N ASHLAND AVE & W PRATT BLVD&W NORTH SHORE AVE & N BOSWORTH AVE; 6701 N,Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2019,25,$7428.87,Streets & Transportation,Sidewalk (2019),1645 W 21ST PL,Pedestrian,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2019,35,$1600,Beautification,Street Light Pole Painting (2019),ON N GRESHAM AVE FROM N MILWAUKEE AVE (2930 N) TO W BARRY AVE (3100 N),NA,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2014,1,$2450,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N PAULINA ST & W AUGUSTA BLVD,Pedestrian,17.54,15.25,28.21,17.65,21.34,78.92,34.38,5.54,4.02,white
2012,30,$350,Lighting,Street Light Upgrade,5503 W DIVERSEY AVE,NA,20.36,28.69,30.68,12.32,7.95,68.82,66.64,2,3.14,white
2012,16,$32408,Streets & Transportation,Alley Resurfacing Menu,S BISHOP ST & S LAFLIN ST & W GARFIELD BLVD & W 56TH ST,Car,44.72,29.07,20.18,4.36,1.67,17.16,41.78,55.68,0.32,black
2017,14,$13848.29,Streets & Transportation,Sidewalk (2017),ON S LUNA AVE FROM W 52ND ST (5200 S) TO W 54TH ST (5400 S),Pedestrian,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2022,12,$54205.65,Streets & Transportation,Street Resurfacing (2022),ON W 39TH PL FROM S CAMPBELL AVE (2500 W) TO S ROCKWELL ST (2600 W),Car,30.14,31.55,26.76,8.28,3.27,44.05,68.69,12.96,9.25,hispanic
2021,33,$0,Streets & Transportation,Street Speed Hump Replacement (2021),ON N FRANCISCO AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),Pedestrian,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2016,35,$0,Streets & Transportation,Alley Speed Hump,N KEDVALE AVE & W BELDEN AVE&N KEELER AVE & W PALMER ST,Pedestrian,25.68,25.63,28.81,11.76,8.11,65.3,65.61,5.04,5.74,hispanic
2014,38,$3700,Streets & Transportation,Street Speed Hump Menu,ON N MASON AVE FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N),Pedestrian,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2018,36,$1850,Streets & Transportation,Street Speed Hump Menu (2018),6826 W WELLINGTON AVE,Pedestrian,20.57,27.98,31.27,13.76,6.43,55.91,68.97,3.5,4.11,hispanic
2023,5,$245478.75,Streets & Transportation,Street Resurfacing (2023),ON S UNIVERSITY AVE FROM E 52ND ST (5200 S) TO E 55TH ST (5500 S),Car,40.5,18.29,23.67,8.64,8.91,24.77,4.28,62.83,7.82,black
2016,23,$10707,Streets & Transportation,Curb & Gutter Menu,ON S RUTHERFORD AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),Car,18.88,25.87,32.15,15.59,7.51,62.46,68.36,2.28,1.61,hispanic
2014,39,$22841,Streets & Transportation,Street Resurfacing Menu,ON W CULLOM AVE FROM N PULASKI RD (4000 W) TO N KEYSTONE AVE (4100 W),Car,17.7,19.27,28.5,16.32,18.22,66.88,23.4,2.66,19,white
2019,38,$7823.21,Streets & Transportation,Sidewalk (2019),7607 W ADDISON ST,Pedestrian,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
2020,8,$500,Lighting,Street Light Upgrade (2020),1254 E 97TH PL,NA,38.52,25.69,24.18,8.08,3.53,1.62,1.21,96.77,0.24,black
2014,1,$1900,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N DAMEN AVE & W LE MOYNE ST,Pedestrian,17.54,15.25,28.21,17.65,21.34,78.92,34.38,5.54,4.02,white
2017,4,$18272.17,Streets & Transportation,Alley Resurfacing (2017),E 47TH ST & S INGLESIDE AVE&E 48TH ST & S ELLIS AVE,Car,34.69,17.76,23.36,11.39,12.8,25.02,4.3,60.88,10.35,black
2017,27,$0,Streets & Transportation,Alley Speed Hump Replacement (2017),800 N MONTICELLO AVE,Pedestrian,32.28,14.93,21.22,13.39,18.19,36.97,14.4,47.37,5.17,black
2020,43,$153716.62,Streets & Transportation,Street Resurfacing (2020),ON N HOWE ST FROM W WILLOW ST (1800 N) TO W ARMITAGE AVE (2000 N),Car,13.54,10.77,27.47,18.03,30.2,83.93,5.6,5.01,6.96,white
2022,49,$85802.77,Streets & Transportation,Street Resurfacing (2022),ON W ESTES AVE FROM N SHERIDAN RD (1300 W) TO N GLENWOOD AVE (1400 W),Car,32.8,25.99,26.21,9.1,5.9,56.92,20.15,28.42,5.9,white
2019,26,$40025.69,Streets & Transportation,Alley Resurfacing (2019),N CALIFORNIA AVE & W CRYSTAL ST&N WASHTENAW AVE & W DIVISION ST; 1201-1225 N,Car,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2022,24,$1440.49,Streets & Transportation,Sidewalk (2022),3610 W LEXINGTON ST,Pedestrian,45.5,27.1,20.35,5.37,1.68,13.02,22,74.93,0.28,black
2022,17,$33038.89,Streets & Transportation,Alley Resurfacing (2022),S GREEN ST & W 76TH ST&W 77TH ST & S PEORIA ST,Car,41.31,30.79,20.74,5.09,2.07,9.5,19.79,75.48,0.29,black
2022,26,$79492.54,Streets & Transportation,Alley Resurfacing (2022),W ARMITAGE AVE & N ST LOUIS AVE&N DRAKE AVE & W CORTLAND ST,Car,26.98,24.24,27.84,12.06,8.88,49.68,60.68,11.7,1.66,hispanic
2016,43,$350,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,W FULLERTON AVE & N SEMINARY AVE,Pedestrian,13.54,10.77,27.47,18.03,30.2,83.93,5.6,5.01,6.96,white
2023,47,$125000,Bike Infrastructure,Bike Boulevard (2023),ON N LEAVITT ST FROM W ADDISON ST (3600 N) TO W AINSLIE ST (4900 N),NA,10.93,16.32,29.62,18.22,24.92,85.33,12.23,2.65,5.58,white
2013,14,$8094,Streets & Transportation,Sidewalk Menu,ON W 53RD ST FROM S TRUMBULL AV (3432 W) TO S ST LOUIS AV (3500 W),Pedestrian,24.37,29.86,31.33,9.84,4.6,51.85,81.58,1.84,2.78,hispanic
2017,33,$0,Streets & Transportation,Alley Speed Hump Replacement (2017),W HENDERSON ST & N CALIFORNIA AVE&N ELSTON AVE & W ROSCOE ST,Pedestrian,19.94,24.22,29.62,14.15,12.08,71.64,47.93,4.41,9.26,white
2019,25,$85529.83,Streets & Transportation,Street Resurfacing (2019),ON W 14TH PL FROM S MORGAN ST (1000 W) TO S RACINE AVE (1200 W),Car,27.08,20.27,25.88,12.03,14.74,52.65,48.07,8.27,15.29,white
2020,48,$59275.37,Streets & Transportation,Street Resurfacing (2020),ON W ROSEMONT AVE FROM N GLENWOOD AVE (1400 W) TO N GREENVIEW AVE (1500 W),Car,27.55,24.5,27.89,10.81,9.25,66.05,14.5,14.91,12.94,white
2018,38,$25852,Streets & Transportation,Street Resurfacing (2018),ON W GRACE ST FROM N ODELL AVE (7330 W) TO N OKETO AVE (7400 W),Car,19.54,20.31,33.82,16.5,9.84,82.86,24.7,1.55,4.72,white
